ID,MEMBER_ID,COMMENT
a2p1U000000RsriQAC,0011U00000rjXz3QAE,They were very nice but the doctor is leaving and going elsewhere so now what?  I thought I'd finally found  doctor I could work with and he's leaving?
a2p1U000000Rp3GQAS,0011U00000rjJ9PQAU,They never informed me about my appointment and took to long to get back with my Lab results. I think that's the problem of this clinic I went to. My husband's doctor and clinic was good for those parts.
a2p1U000000l8ClQAI,0011U00000rjXz8QAE,It's affordable
a2p1U000000RvPEQA0,0011U00000rjwhcQAA,"Friendly staff, proximity and availability"
a2p1U000000Rqf5QAC,0011U00000rjrb5QAA,I was very pleased with XYZ in the beginning.  Now that they have moved to Federal Way as well it has become extremely difficult to get in to the Dr or get meds renewed.  If they went back to being open in Tacoma 5 days a week I would continue my service.
a2p1U000000RqVbQAK,0011U00000rjSMPQA2,"Felt forced to go to a XYZ doctor.  perfectly happy with my previous doctor, and he also gave a CDL physical.  But with the reduced cost to me, I had to go."
a2p1U000000RtUiQAK,0011U00000rjlBEQAY,Very good service and convenience.
a2p3g000000p6NnAAI,0011U00000riJwqQAE,Tell them the benefits and cost of going to XYZ.
a2p3g000000owLKAAY,0011U00000rjAqCQAU,Easy appointments and thorough examinations. I don't feel rushed.
a2p1U000000RpNEQA0,0011U00000rigkEQAQ,Love the small office feel and personal feel of staff and dr..
a2p1U000000RofjQAC,0011U00000rjgpRQAQ,"the staff and doctors seemed very helpful and informative, like what a family physicians office should feel like. The facility was warm and engaging. I felt comfortable there."
a2p1U000000RouGQAS,0011U00000rhxwEQAQ,"We were told by our employer that we could use the services of the doctor that was at the XYZ facility. At my last visit Im told that I should have gone to my primary care doctor instead of """"taking her away from her other patients""""....WTF is up with that?"
a2p1U000000Rsh6QAC,0011U00000rj1UmQAI,I like it thus far.  I believe most here have already attended a seminar reference this program.
a2p3g000000pO8XAAU,0013g000005H7LMAA0,"Great location, nice people!"
a2p1U000000RqfqQAC,0011U00000sh1NIQAY,"At every stage it seems like I have to go through extra work to get information. Originally in filled out a form that indicated my preference for being contacted. That is constantly ignored. Before I came to DaVita I had a doctor in Seattle and if I had routine blood work done he would just copy the results and maybe add a hand written note and mail it to me. With XYZ it is all very difficult to get simple information. I do not use a cell phone and I do not want to be called at work because it is not private. And XYZ wont send me information or leave it where I want it. The only way to get the information I want is to create a user profile with a web site. I'm not buying mp3 files. Whe does it have to be so complicated and overly regulated? I am seriously considering switching back to my doctor in Seattle, which would actually mean I would have to take more time off. But I think it would be easier."
a2p1U000000RvZ9QAK,0011U00000risW5QAI,Very friendly staff.
a2p3g000000owLmAAI,0011U00000rizTdQAI,Dr. Ritter is a wonderful doctor I just wish XYZ Health was associated with Aurora records would make it a lot easier for my other doctors to see everything.
a2p4w000002NysoAAC,0011U00000ri3V7QAI,Only town employees
a2p4w000002O1KQAA0,0014w000031qcfXAAQ,"I like the ppl at the clinic, they're nice!  They seem to be pretty good at what they do.  However, i've told them 3x that i need baby needles when doing blood draws, which go ignored.  I get poked and poked and poked.. and they get no blood.  I lose, the red cross told me that if a larger needle is used, it can cut my vein in half-i lose again.  Instead of listening to me, they continue to do the same thing on last visit.--
I also told them that i just had a blood draw after being poked, maybe they could use that information??  They continued to poke--unitl Ashley gave up as well.  Then i mentioned having a recent the blood draw again--they decided to use it at that point.  Summary, not everyone is the same (use small needles), had recent results already (listen ??)   .. I like them a lot, but maybe they feel they have to check everything over and over (from my perspective).. somewhat annoying to be poked so many times using wrong needles"
a2p4w000002O2WXAA0,0011U00000rhvSuQAI,"Friendly, convenient"
a2p4w000002NyzBAAS,0014w00002pPaNiAAK,"Both ladies that worked with me yesterday were wonderful.  However, the building was very hard to find."
a2p4w000002O0qkAAC,0014w000031qLhhAAE,One of the tests that was supposed to be performed from my blood work wasn’t done.
a2p4w000002O16EAAS,0011U00000rjoeMQAQ,The appointments can be made as early as same or next day. The service is excellent.
a2p4w000002O0yoAAC,0011U00000rillpQAA,"Great service, very friendly Doctor and Nurse"
a2p4w000002Nzy9AAC,0014w000031g0rtAAA,I only received an email to let me know of this appointment. I don’t check my email everyday.
a2p4w000002O1FLAA0,0014w00002pParTAAS,"Easy to schedule, convenient"
a2p4w000002NzTLAA0,0014w000031g1SVAAY,"Bianca, the lady i saw during my visit called me by the wrong name, misread my records that I brought in for her. She was very unprofessional and not very helpful."
a2p4w000002O0aIAAS,0014w00002pPaQqAAK,have only been once; can't really judge it on only one visit
a2p4w000002O0acAAC,0014w000031qbmZAAQ,"Good value, clear policies, competency,"
a2p4w000002O0arAAC,0013g00000HTLV8AAP,Friendly staff.
a2p4w000002O1YSAA0,0014w000031rCnHAAU,I thought my physical was minimal in nature. I have had physicals in the past that were much more informative and diagnostic.
a2p4w000002O2BZAA0,0011U0000125IggQAE,I am fortunate my husband's employer includes XYZ Health as an option.  None of my family or friends have the same option for health care.
a2p4w000002O0dRAAS,0011U00000rjYVPQA2,"The only reason I didn't rate XYZ a 10 is that I was given, what I consider to be, reckless medical advice by my physician in July. I was very sick with what symptomatically appeared to be COVID 19. In a telephone visit Dr. William Martin recommended and prescribed Ivermectin for me. Fortunately, I was skeptical and consulted with a physician friend and confirmed that Ivermectin has no proven use as a treatment for COVID 19. Additionally, Dr. Martin did not recommend monoclonal antibodies treatment, a proven and accepted treatment that was available at outpatient clinics in our area. In our conversation, Dr. Martin also disparaged our country's ""vaccine or bust mentality"". I was very disappointed in my care when I was quite sick. As it turned out, two negative COVID tests three days apart, indicated that my illness was not COVID. While I know that Dr. Martin has since retired, I feel that XYZ could do a much better job of vetting and training their physicians and following up on the care provided to patients."
a2p4w000002O2huAAC,0011U00000rk141QAA,Doctor is knowledgeable and friendly
a2p4w000002O08OAAS,0014w00002pQNVxAAO,You push the Covid vaccine but won’t provide a medical disclosure of what’s in it
a2p4w000002O0nWAAS,0014w000031qbkpAAA,Doctors
a2p4w000002O04qAAC,0011U00000rim4VQAQ,I want Dr. Morgan back
a2p4w000002O16sAAC,0014w00002pQM21AAG,"Physical assistants change every year or less. I have a Dr I have seen for 11 years, he knows me. Your Drs did not help me for 4 years."
a2p4w000002O1mtAAC,0014w00002pQ8YSAA0,There have been issues over last 2 months with my care…I am willing to keep an open mind only because of Dave Weston PA…he is incredible
a2p4w000002O0CGAA0,0014w00002pQGd8AAG,Because they are in the Union Family Healthcare Center
a2p1U000000RsTYQA0,0011U00000rk3npQAA,it's the staff. no matter what else is going on they make me feel like I'm the only thing happening
a2p1U000000RonEQAS,0011U00000ri4qRQAQ,Personal decision
a2p1U000000RqabQAC,0011U00000ri0iTQAQ,holistic approach
a2p1U000000Rpy0QAC,0011U00000rj280QAA,"Knowledgeable doctor, invites questions, friendly and efficient staff.  Prompt."
a2p3g000000oeTtAAI,0011U000019xyaTQAQ,"The place is dirty, there is unprofessional stuff at the front desk (trophy with a poop emoji hat, wtf), my partner and I were seen in the same room together (HIPAA still applies even if youâ€™re married). The door to our room was kept open until the tech was actually there to run the tests (why not closed for our privacy?). She measured our heights wrong (we checked when we got home). In general it was a very unprofessional experience that I will never be repeating if I can possibly help it."
a2p1U000000RtDWQA0,0011U00000ripXDQAY,I was able to get in relatively quickly and when I got their they took the time to understand what my issues were. They were then able to come up  with the best coarse of action to help me.
a2p1U000000RordQAC,0011U00000riGJsQAM,Efficiency
a2p1U000000RoOhQAK,0011U00000rhrBeQAI,"My first few visits were very good. However, after my last visit, I was prescribed another drug with side effects I DO NOT LIKE! . It seems that prescribing drugs and not offering other alternatives goes against the Hippocratic Oath. If this becomes the norm, I will be seeking other Medical Advice."
a2p1U000000RpasQAC,0011U00000riCS2QAM,love my doctor and she knows me and my family
a2p1U000000RscMQAS,0011U00000ri0eLQAQ,I feel the service level from the doctor has gone way down - no follow up and I feel I'm always chasing him down when I need lab results or RX filled.
a2p1U000000RoOFQA0,0011U00000rjm6DQAQ,Quick and convenient.
a2p1U000000Rpa3QAC,0011U00000riv1wQAA,This location is very convenient for me - I cannot say what would be convenient for someone else.
a2p1U000000RqLSQA0,0011U00000rj2mOQAQ,"getting an appointment is a nightmare.  I call and leave messages because people rarely pick up.  In the 8 times i've called over the past 2 weeks i've only had a person answer once.  I've left over 4 voicemails with my phone number and never receive a call back.  Other than that, everything was good."
a2p1U000000RqH9QAK,0011U00000rkAEgQAM,"It's fast, simple, easy, and convenient."
a2p1U000000RouXQAS,0011U00000riggQQAQ,It was nice not to be rushed during the appointment
a2p1U000000RssqQAC,0011U00000rjiGjQAI,"There was some confusion as to why I was there, but they eventually got it figured out.  Staff was very nice, and seemed knowledgeable."
a2p1U000000RokaQAC,0011U00000rjQLFQA2,I Iike the doctor
a2p1U000000RtJIQA0,0011U00000rjzyUQAQ,thorough service and listened to everything I had to say
a2p1U000000RuuGQAS,0011U00000rhxrfQAA,"Convenient, high quality"
a2p1U000000RsZ1QAK,0011U00000rjf9NQAQ,thorough exam and good advie
a2p1U000000RsXyQAK,0011U00000rj1CKQAY,"It is easy and the people are great,"
a2p1U000000RsVvQAK,0011U00000rjq1QQAQ,"Good concept, but still unproven. Already lost one doctor."
a2p1U000000RushQAC,0011U00000rhtZKQAY,Cuz my mommy is Dr. Roberts and she and Dr Muse ROCK!
a2p1U000000RoCtQAK,0011U00000rj9G7QAI,I've had both good and bad experiences.  The staff turn-over means I've never had a real dr/patient relationship with anyone there.
a2p1U000000RtJxQAK,0011U00000riGJsQAM,Quick and efficient
a2p1U000000RpgJQAS,0011U00000riCUVQA2,"The center is convenient, but not professional. There is clearly not enough staff to do administrative work. So when I call to make an appointment, no where ever calls back or answers the phone."
a2p1U000000RoBkQAK,0011U00000rjvUhQAI,I usually don't do that unless asked.
a2p1U000000RowIQAS,0011U00000rihr6QAA,XYZ goes by their word.
a2p1U000000RqIUQA0,0011U00000rhrvCQAQ,"I have had one appointment and I don't think that's enough to base a recommendation on, but it isn't enough to not recommend it, either."
a2p1U000000RuuJQAS,0011U00000riD7bQAE,"Easy, fast and friendly."
a2p1U000000RqHSQA0,0011U00000riOAwQAM,"The facility was warm and inviting, the nurses were very friendly. It was so convenient for me."
a2p1U000000Rt5kQAC,0011U00000riUE6QAM,x
a2p1U000000RpAJQA0,0011U00000rjG7VQAU,The doctor took time to attend to me and even gave me a good advice based on what am going through which is outside his scope. They were courteous and caring.
a2p1U000000RsydQAC,0011U00000rjcTxQAI,Great service and I enjoy not feeling rushed or waiting a long time to see the doctor. It's more personal.
a2p1U000000RpFZQA0,0011U00000riMCiQAM,"Although the facility was nice and professional, it took over a month to schedule a new patient appointment, a day before the appointment they called and had to reschedule it for another week later, and at a different location. This was definitely difficult to work with as your locations are also only open during usual business hours so it is required to get time off work to attend an appointment."
a2p1U000000RsoiQAC,0011U00000ricdmQAA,I had a great experience the first time.  Want to experience more before giving a 10.
a2p1U000000RqMPQA0,0011U00000rk5smQAA,"Cannot reach anyone at front desk after multiple calls, had to visit the clinic three times to have a script filled that was supposed to be filled four days earlier."
a2p1U000000RqgHQAS,0011U00000rjyWtQAI,"The MA did my initial assessment with me when I came in. When the doctor came in, she didn't read my chart, and ended up asking me all the same questions I just went through with the MA, plus I think some of the things I wanted to discuss with the doctor, I forgot to ask about the second time."
a2p1U000000RqAIQA0,0011U00000rjOJ9QAM,Doctor turnover; staff are friendly but felt a bit of a lack of professionalism
a2p1U000000RowbQAC,0011U00000riVX2QAM,Very nice people
a2p1U000000RoV1QAK,0011U00000rihYWQAY,Efficient operation. Knowledgeable staff. Able to get RX at appointment.
a2p1U000000RoANQA0,0011U00000rjyZmQAI,"My regular doctor was on vacation and was out. I need to see a doctor right away and was scheduled in a different location. However, when I actually meet the doctor, she was not the doctor I was scheduled with. Somehow I got a different doctor on the day of my appointment. Anyway, she was nice, but she lacks experience. Her knowledge was just enough to get by for my problem."
a2p1U000000RsYdQAK,0011U00000ritTfQAI,"Ease of use, mainly. The clinic location is good. The doctor(s) seem nice and professional."
a2p1U000000RosuQAC,0011U00000rk0FHQAY,"Easy to get an appointment, no co-pays, provider spends enough time with me and seems genuinely interested in my health and goals."
a2p1U000000RuwxQAC,0011U00000rjM7YQAU,"Seen right away.  Dr & staff knowledgeable, professional, and courteous."
a2p1U000000RovrQAC,0011U00000riwUmQAI,"Personalized service, fair costs, access to a doctor in a short time."
a2p1U000000RpamQAC,0011U00000rjROFQA2,"Fast,  easy, and very convenient. Personalized service."
a2p1U000000Rt6VQAS,0011U00000rjW9yQAE,Doctor does not seem to complete understanding health.
a2p1U000000Ro7DQAS,0011U00000riiwXQAQ,"Despite being located at my work, the wait is 10-20 minutes - after my appointment scheduled start time."
a2p1U000000RsyOQAS,0011U00000rizVjQAI,positive experience thus far
a2p3g000000KzBcAAK,0011U00000ri4oxQAA,Ease of making appts
a2p3g000000oeXMAAY,0011U00000rhvoDQAQ,Comfortable with my doctor and his staff
a2p1U000000RoRLQA0,0011U00000rhsaHQAQ,"quick, affordable, close to the office, and i've always liked my XYZ Dr.s"
a2p1U000000RshhQAC,0011U00000rjgXgQAI,I had a great experience with Dr. Muse. He was very helpful. He was patient and thorough in explaining the recommended treatment.
a2p1U000000RoFAQA0,0011U00000riYFtQAM,"Prompt service.  Dr. DeAllaume listens to me, doesn't spend the whole time on the computer, discusses options."
a2p1U000000Ro4eQAC,0011U00000rjMBuQAM,Appts. always available and easy to get in to see doc
a2p1U000000RpybQAC,0011U00000rjksRQAQ,Good doctor
a2p3g000000LAarAAG,0011U00000riNV8QAM,First Visit
a2p1U000000Roo4QAC,0011U00000rhvApQAI,I liked the small & friendly atmosphere of the office. I liked the time my providers devoted to spending with me. I appreciate that this is a part of my wellness/ insurance benefits at work.
a2p1U000000RqdOQAS,0011U00000sh1NIQAY,"It's a good choice in terms of no cost with Cigna/DaVita. Good, thorough time with Phyiscian. The taking of blood for labs was fumbled a couple of times. And apparently only the doctor knows how to leave an informative message on my phone."
a2p3g000000KyrBAAS,0011U00000rjJsoQAE,Because you don't take patients who don't work for the companies you service....this question makes no sense.
a2p1U000000Rv84QAC,0011U00000ripDOQAY,Always friendly and helpful staff very well organized
a2p4w000002Nzv5AAC,0014w00002pQ9ltAAC,Overall smooth and the wait wasn’t too long.
a2p4w000002KKmQAAW,0011U00000rjEbBQAU,"I think at my age, almost 62, it’s not a great fit. My issues tend to be very specific and not general. However, getting into see a doctor is very easy and if you need to start somewhere this is a good fit."
a2p4w000002KKpeAAG,0013g000006tj3dAAA,I have had no major issues with XYZ Health and appreciate my provider.
a2p4w000002O2gNAAS,0011U00000rjmK7QAI,Ease of access (on-site location). Nurse & Doctor are accommodating & resourceful.
a2p4w000002KKCXAA4,0011U00000rjxhaQAA,When I broke my leg last year you made me feel like a drug addict when asking for aid in pain management even though my knee was twice the size of the other. Then once finally prescribed I wasn't even given a prescription that was going to last me until my x-ray appt or thru the weekend. This was an awful experience and worse customer service.
a2p4w000002NyeDAAS,0011U00000rjwhUQAQ,Dr Friensen really cares and works with her patients to come to the best solution. She asks good questions and doesn't jump to conclusions.
a2p4w000002NyVaAAK,0014w00002pPaQhAAK,The service was done in a timely fashion. It was easy to speak with Doctor MIchelle and seemed genuine and concerned about my needs and suggesting helpful ways to stay in good health.
a2p4w000002O39PAAS,0011U00000riMUkQAM,"The small office is super friendly! The staffing of the office needs adjustment. The poor gal up front has to answer the phone, draw blood, and process client paperwork. She works hard and is apologetic about waiting but 2 people are needed to assist in all the duties."
a2p4w000002KKtRAAW,0011U00000rjFKZQA2,Staff not  good at drawing blood.
a2p4w000002O2g8AAC,0011U00000ri8zmQAA,My Doctor didn't realize that I had made a video appointment and I waited for 30 minutes without any indication of whether or not she would ever show up. I was able to connect after sending a message to her.
a2p4w000002O40TAAS,0014w000031qbqTAAQ,Great servicr
a2p4w000002NyJoAAK,0013g000006NuorAAC,I received immediate care when I was expecting to be given information on next steps. Very open to my asking questions and friendly.
a2p4w000002NyCdAAK,0014w00002pQGsjAAG,XYZ manages the practice provided by my employer
a2p4w000002KKOiAAO,0011U00000ricszQAA,Effecien/organized/personalization/employees and doctors listen and care
a2p4w000002O3XlAAK,0011U00000rhulIQAQ,I don’t often just talk about how good my doctor is. But I have always had good experiences here
a2p4w000002O1NyAAK,0011U00000rigVcQAI,"it is convenient , helpful, and fills a need!"
a2p4w000002O2GAAA0,0011U00000ri4O3QAI,Only been using XYZ for a short period of time.
a2p4w000002O2fZAAS,0011U00000rjuWhQAI,Convenient
a2p4w000002O2LtAAK,0011U00000rj0cOQAQ,"The staff is very nice, knowledgeable, and does everything in their power to address your medical needs."
a2p4w000002KKnxAAG,0011U00000rj3x6QAA,"Convenient, fast, professional"
a2p4w000002O1ihAAC,0014w000031g0RLAAY,It's hard to invest in a company when you don't know how long your corp will contract with them.
a2p4w000002O3DMAA0,0014w00002pQKkfAAG,Dr. Cramer is amazing
a2p3g000000oRaIAAU,0011U00000rk6EtQAI,The Dr really spends a great amount of time understanding the issue. I feel like I have the full attention of the Dr.
a2p3g000000oRh9AAE,0011U00000riF0bQAE,Extremely nice nurses and doctors. They take their time with you and genuinely care.
a2p1U000000RozyQAC,0011U00000riv23QAA,Free for Bemis. I like the Doctor
a2p1U000000Rq5HQAS,0011U00000rjSbbQAE,"Great service, great communication and awesome staff"
a2p1U000000RsYuQAK,0011U00000rj3wxQAA,There is hardly a wait to see the doctor
a2p1U000000RpzVQAS,0011U00000rjr5VQAQ,The doctor diagnosed me with the flu when I told him it was a sinus infection so after the appointment I went to my primary doctor and she prescribed me with antibotics. The doctor was not willing to listen to me as a patient!
a2p1U000000RtRXQA0,0011U00000rjEbSQAU,"I do not feel my needs are always addressed.  In most cases the doctor will send you away to take something over the counter or you're told to """"wait it out"""".  This is a waste of a $40 copyament.  If a patient feels ill enough they feel the need to seek treatment they are not paying to be told to suck it up.  Because of this I only request an appointment when I feel I can no longer manage my symptoms effectively on my own."
a2p1U000000RoATQA0,0011U00000rjOwjQAE,No wait.  Spacious and clean.  Friendly receptionist.  Dr. Funches is very nice.
a2p1U000000RokqQAC,0011U00000rjwb1QAA,"It's covered by the State, so if they are with the State as well I would definitely recommend it. Convenient, weren't many people when I went, etc."
a2p4w000002O3fVAAS,0011U00000rjw79QAA,PA Gavin is very attentive and truly cares about his patients.
a2p1U000000RswYQAS,0011U00000ritREQAY,"Convenience, reasonable cost, friendly people, on-site pharmacy, etc."
a2p1U000000l8CdQAI,0011U00000rjmq9QAA,The Medical Staff is very informative and professional.
a2p1U000000RpRXQA0,0011U00000rifWZQAY,I was thrilled I was able to get a same day appointment
a2p3g000000oeUbAAI,0011U00000rjfJVQAY,"As a supplemental medical care provider, XYZ offers convenience and individual attention. For screenings, vaccinations, sickness visits, it is much easier to get in than other medical practices in my experience."
a2p1U000000RpFCQA0,0011U00000ribPaQAI,Mccay is personable and is a good dr
a2p1U000000Rp3vQAC,0011U00000rjYzEQAU,"I think Dr. Martin was great, We had a very bad experience with Dr. Watts about 2 weeks ago. She ended up costing me thousands of dollars. I almost changed back to the other insurance, but decided to give Dr. Martin a chance and I felt good about this visit. He took time to listen to me."
a2p1U000000RoRTQA0,0011U00000ri93UQAQ,Was able to get a same day appointment.
a2p3g000000L0SYAA0,0011U00000ri173QAA,"Excellent, thorough Providers"
a2p1U000000RqBBQA0,0011U00000rhuB8QAI,Knowledgeable
a2p1U000000RtJEQA0,0011U00000riwE6QAI,It was easy and right here at work.
a2p1U000000RsrVQAS,0011U00000ridTAQAY,Dr Everett and her assistant Maggie were very courteous and made me feel comfortable. It was my first visit and we got to know each other a little bit and start out with a basic health plan.
a2p1U000000Rox0QAC,0011U00000rijuzQAA,Easy to get an appointment in a timely manner.
a2p1U000000RszVQAS,0011U00000sgzHJQAY,Pretty good for primary care
a2p1U000000RowEQAS,0011U00000riHHaQAM,The Doctor provided excellent care. Like that it is part of my insurance plan.
a2p1U000000RpyYQAS,0011U00000riuNZQAY,"I like that the doctor is not rushing. she looks at you in the eyes, and she is not worry about filling papers like other doctors I see before"
a2p1U000000RouPQAS,0011U00000riMCSQA2,I arrived 20 min early before my apt there was no one in the office . I waited til about 3 after and saw the staff was back . Would of liked to of known no one was going to be there when I arrived
a2p1U000000RoEkQAK,0011U00000rk1orQAA,I can always get a same-day appointment and Dr. Everett is thorough in her examination and treatment options. She is willing to listen to my needs regarding treatment options.
a2p1U000000RpgEQAS,0011U00000riew2QAA,Quick appointment availability and the amount of time the doctor spent with me.
a2p3g000000KzLWAA0,0011U000011EjroQAC,Seen quick
a2p1U000000RpCnQAK,0011U00000rio6aQAA,"Dr. Fairbanks was a good doctor. There wasn't a long wait time. The experience was relatively pleasant, for a doctor's visit."
a2p4w000002O4OLAA0,0011U000011EqcjQAC,"I was very pleased with Dr. Mehrtens, however, accessing the app, trying to schedule an appointment and connect via video were unsuccessful. Jara was also very helpful getting me an appointment and connecting with Dr. Mehrtens."
a2p1U000000RsYtQAK,0011U00000rhqYPQAY,"I think this is good for quick simple check, if u not know what is going on better check with formal doctor."
a2p3g000000KzGlAAK,0013g000003or5wAAA,I would like a choice of different primary providers at my location.
a2p1U000000Rp8sQAC,0011U00000rjeIHQAY,Missed diagnosis.
a2p1U000000RsXjQAK,0011U00000riK5fQAE,I have been happy with the service I have received.  I find the staff professional.  The convenience of having them close by is what I like/appreciate the most.
a2p1U000000RoUcQAK,0011U00000rikoLQAQ,The was very attentive and asked a lot of questions
a2p1U000000RsifQAC,0011U00000rjXzYQAU,Ease of appointments and it covers most everything.
a2p4w000002O4NDAA0,0014w000031g0nyAAA,"The provider I saw yesterday was much better than others I’ve seen since the clinic switched to XYZ. First few visits were less than pleasant, but it seems to be improving now."
a2p1U000000RpUXQA0,0011U00000rj8ziQAA,dr malfese  has gone out of his way to help treat my condition. I didn't get that care from my primary care dr
a2p4w000002O3K8AAK,0014w000031g1cZAAQ,Same day appointment fast and  doctor was very thorough
a2p1U000000RqJzQAK,0011U00000rjmqBQAQ,"It's nice because there is no cost. However, I did not feel that the physical was very thorough. The doctor did ask about medical history, family history, etc but then he spent a lot of time just talking about stress and genetically modified foods. Would have been nice if he listened a bit more. The office also was short staffed. There were clearly people out or not scheduled and the staff were trying their best to get everything done. It made me feel a bit flustered too."
a2p1U000000RpUYQA0,0011U00000rj4fsQAA,"Local, friendly, professional"
a2p1U000000RpbHQAS,0011U00000ri0vvQAA,Do like that they don't have a lot of openings
a2p4w000002O4UOAA0,0013g000006tf0bAAA,Easy to set up appointments and see the Nurse Practitioner.
a2p4w000002O4a7AAC,0013g000006thLjAAI,Prompt and effective service
a2p1U000000RoE7QAK,0011U00000rjqf8QAA,Like service and friendly
a2p1U000000RofOQAS,0011U00000rjt7NQAQ,All my friends have.doctors already. If I find someone that needs one I would refer.
a2p1U000000RsXYQA0,0011U00000rj75gQAA,polite and thorough
a2p1U000000RpqGQAS,0011U00000riQ34QAE,Because You can get in quickly
a2p3g000000oeUlAAI,0011U000019xyecQAA,The office is weird and dirty and there is a poop emoji when you check in
a2p1U000000RpOYQA0,0011U00000rjCJnQAM,"Appointments are easy to make, sometimes even the same day."
a2p1U000000RpeNQAS,0011U00000riIhQQAU,"Friendly, timely, authentic."
a2p1U000000RpQ0QAK,0011U00000ri49RQAQ,Able to get an appt. quickly.   Doctor is easily accessible.   Friendly office staff.
a2p1U000000Rur7QAC,0011U00000sgxbcQAA,I am neutral at this point. Visit was pretty uneventful.
a2p1U000000Rva7QAC,0011U00000rj3PVQAY,It's only for Bemis workers and family members only so how can I recommend it to anyone else who doesn't work for Bemis
a2p1U000000RoQIQA0,0011U00000riocSQAQ,I felt with 1st visit the physician took time to know me.
a2p1U000000RsUQQA0,0011U00000riYwVQAU,Staff was aware of their job and everything was completed in a timely manner.
a2p1U000000RqCXQA0,0011U00000riIncQAE,not treated like a number
a2p3g000000oeU2AAI,0011U00001BfUApQAN,"The office and exam room looked old and run down and not very sanitary.  I have been 5'9"""" for the last 45 years and now I was told that I was 5""""7.5"""".  I came home and has my family measure me and I was 5'9"""".  The measuring stick on the wall in the exam room was totally crooked.  How can that be accurate?"
a2p1U000000RoInQAK,0011U00000sgxpUQAQ,"Good 1 on 1 service, and very friendly."
a2p1U000000Rq9vQAC,0011U00000rjkbLQAQ,"It seems harder to get spots same day so I'm stuck with a $100 bill for minute clinic.  I'm never told what the diagnosis is, just told what's being prescribed. I have had the acne issues for over 3 months now and just described more meds and told to go to a chiropractor when I am already being adjusted by my PT.  If our dr is not in we have to choose other options as the other refered my child to the ent to be scoped, I went for a 2nd opinion at the asthma dr and all that was needed was a steroid and it cleared her right up. The 1st time we saw the female there she was to suprised about another patient to focus on my child."
a2p1U000000RtM0QAK,0011U00000rjqf8QAA,dependable
a2p1U000000RsUhQAK,0011U00000rjYVNQA2,Friends do not work with the town
a2p1U000000RsXkQAK,0011U00000rjOY4QAM,"The hours and locations are not convenient, and the doctor does more chastising than listening to the patient before he offers his medical assessment. Then he chastised me for not seeing me in about 6 months, but its documented that it had only been 2 months. Also, before it had been unsuccessful for them to draw blood, but my last visit they were successful."
a2p1U000000RoBWQA0,0011U00000riPVhQAM,good service  sincere feeling
a2p1U000000RpzAQAS,0011U00000ripDKQAY,IT IS EXTREMELY CONVENIENT.  HOWEVER MANY OF MY FRIENDS ALREADY HAVE FAMILY PHYSICIANS THEY VISIT.
a2p4w000002NyEoAAK,0014w00002pPaR0AAK,"I have heard horror story after horror story since XYZ took over our employee clinic, but in all honesty between a visit I took my daughter to and an appointment I had to get the shingles vaccine, everyone was very polite, friendly, professional and any minor inconveniences (usually computer related) were not a big deal."
a2p3g000000KyoAAAS,0011U00000rj314QAA,I'll only recommend Scott Davidson
a2p1U000000RpqNQAS,0011U00000ri5L8QAI,I have only had ONE appointment as of now.
a2p1U000000Rqg6QAC,0011U00000sh1NBQAY,Convenience.  Quickly to get an appointment
a2p4w000002O4KdAAK,0011U00000sgzZCQAY,Convenient. Everyone I’ve seen is kind and knowledgeable
a2p1U000000Rsv9QAC,0011U00000rjIJ0QAM,"Prompt, friendly, professional comprehensive service"
a2p1U000000Rsk9QAC,0011U00000riExwQAE,It's convenient
a2p4w000002O257AAC,0011U00000rifbFQAQ,Dr. Kelly O'Malia is a great doctor. I'm very satisfied with her.
a2p4w000002O35SAAS,0011U00000rjeaqQAA,Because my experience was good.
a2p3g000000KypfAAC,0011U00000ri6ABQAY,They seem like they care about the patient.
a2p1U000000RqSGQA0,0011U00000rk90bQAA,I think it is good for a family physician
a2p4w000002O4WoAAK,0011U00000rj9ILQAY,Because of the dr and her assistant are just wonderful
a2p4w000002O3BQAA0,0014w000031qBcqAAE,"People are friendly,not just a job to them!"
a2p1U000000Rp3kQAC,0011U00000rjac4QAA,"Great,friendly, knowledgeable Doctors."
a2p4w000002O2MhAAK,0011U00000rjr2pQAA,"Impresive professional works with staffs.  But, I'm unlikely visit to Drs' personally in general."
a2p4w000002Nzl0AAC,0011U00000riSKjQAM,Not my primary doctor.  You send appointment reminders and give the wrong address for the appointment.
a2p1U000000Rp1mQAC,0011U00000rjX8oQAE,The high levels of patient care
a2p3g000000KzoRAAS,0013g000002vQqxAAE,Even though I didn't have a physical and just did a phone visit I was very impressed with my doctor.  He listened to everything I had to say and was very compassionate!  I was very nervous about the phone call but he put me at easy .
a2p1U000000Rq6rQAC,0011U00000ri84eQAA,"Cheap, easy to get appt"
a2p4w000002O3LVAA0,0013g000006tfruAAA,like the dr's truth about what is wrong but offered no pain meds
a2p4w000002O2olAAC,0011U00000riRB1QAM,Dr.Sammon is a great partner in my quest for personal health…he listens and approaches health holistically…he is open minded and reliable.
a2p1U000000RpwVQAS,0011U00000rjMBLQA2,Only had 1 visit .. havent seen anything there to recommend.. no late hours or saturdays..
a2p1U000000RpUeQAK,0011U00000riq8nQAA,"I like how my doctor spent time discussing my health and preventative procedures that I did not know about. The clinic is located inside a Humana building so I don't think I can recommend to my friends and family who do not work at Humana and therefore, have no access to the building"
